City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Sutton,51.35,-0.2,75.9,60.0,40.0,1.99,GB,1627036872.0
Kavieng,-2.5744,150.7967,82.47,76.0,55.0,10.54,PG,1627036981.0
Saint Anthony,45.0205,-93.218,75.83,77.0,75.0,1.99,US,1627036983.0
Kozan,37.4552,35.8157,95.9,14.0,0.0,7.25,TR,1627036984.0
Shakawe,-18.3667,21.85,71.83,7.0,46.0,8.34,BW,1627036986.0
Nioro,13.35,-15.75,85.1,52.0,15.0,8.93,GM,1627036987.0
Ancud,-41.8697,-73.8203,35.13,85.0,4.0,4.32,CL,1627036989.0
Les Cayes,18.2,-73.75,76.84,88.0,24.0,3.04,HT,1627036990.0
Naze,28.3667,129.4833,77.92,91.0,100.0,27.11,JP,1627036992.0
Grindavik,63.8424,-22.4338,57.56,100.0,90.0,12.66,IS,1627036993.0
Eyemouth,55.8713,-2.0901,68.81,71.0,98.0,5.01,GB,1627036995.0
Dimbokro,6.6451,-4.7048,77.47,80.0,100.0,5.77,CI,1627036996.0
Lucapa,-8.4192,20.7447,88.3,16.0,92.0,8.63,AO,1627036998.0
Bulgan,48.8125,103.5347,74.77,71.0,94.0,3.47,MN,1627036999.0
Srednekolymsk,67.45,153.6833,61.75,53.0,65.0,6.46,RU,1627037001.0
Cleveland,41.4995,-81.6954,62.82,86.0,75.0,0.0,US,1627036726.0
Tapah,4.2004,101.2598,90.99,82.0,97.0,1.45,MY,1627037003.0
Kamina,-8.7386,24.9906,85.66,20.0,0.0,8.81,CD,1627037005.0
Punto Fijo,11.6956,-70.1996,79.27,84.0,98.0,24.83,VE,1627037006.0
Antsohihy,-14.8796,47.9875,91.09,22.0,4.0,11.88,MG,1627037008.0
Luanda,-8.8368,13.2343,75.54,66.0,54.0,8.86,AO,1627037009.0
Leopold,-38.1833,144.4667,48.83,80.0,90.0,3.0,AU,1627037010.0
Qasigiannguit,68.8193,-51.1922,44.85,96.0,100.0,7.18,GL,1627037012.0
Thatta,24.7475,67.9235,95.49,49.0,91.0,16.93,PK,1627037014.0
Balaipungut,1.05,101.2833,86.41,58.0,86.0,1.3,ID,1627037015.0
The Pas,53.8251,-101.2541,62.62,77.0,1.0,16.82,CA,1627037017.0
Tres Arroyos,-38.3739,-60.2798,47.55,84.0,93.0,9.08,AR,1627037018.0
Lumeje,-11.55,20.7833,79.9,16.0,85.0,10.78,AO,1627037021.0
Mossamedes,-15.1961,12.1522,77.38,55.0,0.0,5.97,AO,1627037022.0
Port Blair,11.6667,92.75,82.62,82.0,85.0,20.67,IN,1627037024.0
Acapulco de Juárez,16.8634,-99.8901,78.37,82.0,97.0,3.83,MX,1627037025.0
Palmer,42.1584,-72.3287,64.4,85.0,20.0,0.0,US,1627037026.0
Fortuna,40.5982,-124.1573,56.48,92.0,90.0,0.0,US,1627037028.0
Krasnoyarskiy,51.965,59.8967,92.39,28.0,94.0,9.42,RU,1627037029.0
Taoudenni,22.6783,-3.9836,107.11,18.0,0.0,6.76,ML,1627037031.0
Nampula,-15.1165,39.2666,78.75,57.0,75.0,12.66,MZ,1627037032.0
Aleysk,52.4926,82.7822,70.16,80.0,100.0,1.81,RU,1627037034.0
Nyurba,63.2842,118.3319,63.64,83.0,100.0,2.98,RU,1627037035.0
Noumea,-22.2763,166.4572,72.0,99.0,87.0,7.83,NC,1627036748.0
Price,39.5994,-110.8107,65.46,77.0,40.0,10.36,US,1627037038.0
Wahpeton,46.2652,-96.6059,75.02,94.0,1.0,5.75,US,1627037039.0
Östersund,63.1792,14.6357,60.62,67.0,92.0,18.41,SE,1627037041.0
Celestún,20.8667,-90.4,76.24,90.0,2.0,9.37,MX,1627037042.0
Karratha,-20.7377,116.8463,78.67,27.0,70.0,12.06,AU,1627037044.0
Yangi Marg`ilon,40.4272,71.7189,97.52,17.0,0.0,4.61,UZ,1627037045.0
Yelan’-Kolenovskiy,51.1632,41.151,76.59,38.0,0.0,8.52,RU,1627037049.0
Bandarbeyla,9.4942,50.8122,88.45,50.0,58.0,29.53,SO,1627037051.0
Semey,50.4111,80.2275,86.22,39.0,75.0,8.95,KZ,1627036916.0
Pochutla,15.7432,-96.4661,77.83,81.0,47.0,4.45,MX,1627037053.0
Raja,8.4596,25.678,88.07,48.0,98.0,5.66,SS,1627037055.0
Syracuse,37.0881,15.2792,92.62,69.0,0.0,10.11,IT,1627037056.0
Bambanglipuro,-7.95,110.2833,78.28,80.0,31.0,12.62,ID,1627037058.0
São Félix do Xingu,-6.6447,-51.995,73.33,56.0,6.0,2.3,BR,1627037059.0
Pisco,-13.7,-76.2167,62.65,77.0,90.0,1.14,PE,1627037060.0
La Ronge,55.1001,-105.2842,53.85,82.0,20.0,5.75,CA,1627037063.0
Fukuechō,32.6881,128.8419,80.96,78.0,0.0,4.61,JP,1627037066.0
Sambava,-14.2667,50.1667,75.56,67.0,7.0,15.32,MG,1627037067.0
Rawson,-43.3002,-65.1023,47.23,46.0,65.0,17.47,AR,1627037069.0
Boa Vista,2.8197,-60.6733,76.98,94.0,75.0,2.3,BR,1627037070.0
Bubaque,11.2833,-15.8333,80.02,82.0,68.0,8.97,GW,1627037072.0
Río Gallegos,-51.6226,-69.2181,35.65,75.0,0.0,25.32,AR,1627037073.0
Dzaoudzi,-12.7887,45.2699,82.29,65.0,75.0,11.5,YT,1627037075.0
São João da Barra,-21.6403,-41.0511,62.69,75.0,67.0,4.41,BR,1627037076.0
Pemangkat,1.1667,108.9667,83.53,77.0,97.0,13.15,ID,1627037078.0
Yar-Sale,66.8333,70.8333,50.47,97.0,100.0,27.31,RU,1627037082.0
Ribeira Grande,38.5167,-28.7,72.0,83.0,75.0,8.05,PT,1627037083.0
Wanning,18.8003,110.3967,83.62,82.0,46.0,9.66,CN,1627037084.0
Mackay,-21.15,149.2,69.78,83.0,3.0,14.97,AU,1627036976.0
Port Augusta,-32.5,137.7667,51.94,75.0,99.0,12.03,AU,1627037088.0
Kang,-23.6752,22.7876,58.6,15.0,0.0,8.61,BW,1627037090.0
Auki,-8.7676,160.7034,77.72,84.0,5.0,4.97,SB,1627037091.0
Gambēla,8.25,34.5833,86.83,57.0,76.0,4.79,ET,1627037093.0
Piaçabuçu,-10.4056,-36.4344,77.32,72.0,32.0,13.18,BR,1627037094.0
Cherskiy,68.75,161.3,49.73,70.0,83.0,8.88,RU,1627037096.0
Senanga,-16.1167,23.2667,80.28,10.0,93.0,7.58,ZM,1627037097.0
Alta Floresta,-9.8756,-56.0861,68.32,52.0,3.0,3.33,BR,1627037099.0
Butte,39.6499,-121.5677,73.17,55.0,1.0,0.0,US,1627037100.0
Vysokopillya,47.4919,33.5306,75.58,38.0,0.0,10.4,UA,1627037101.0
Beipiao,41.7919,120.7792,77.16,73.0,100.0,10.85,CN,1627037103.0
Sittwe,20.15,92.9,82.85,83.0,100.0,16.89,MM,1627037104.0
Redmond,47.674,-122.1215,57.34,78.0,26.0,1.01,US,1627037106.0
Marsh Harbour,26.5412,-77.0636,81.3,76.0,100.0,10.38,BS,1627037107.0
Teaca,46.9167,24.5167,76.08,56.0,91.0,3.98,RO,1627037109.0
Luxor,25.6989,32.6421,100.45,23.0,0.0,13.8,EG,1627037110.0
Neiafu,-18.65,-173.9833,78.04,85.0,16.0,14.18,TO,1627037113.0
Pithāpuram,17.1167,82.2667,89.92,80.0,100.0,12.97,IN,1627037115.0
Bad Bevensen,53.0833,10.5833,72.25,64.0,100.0,3.96,DE,1627037116.0
Vestmannaeyjar,63.4427,-20.2734,54.59,94.0,90.0,16.11,IS,1627037118.0
Berdigestyakh,62.0989,126.6992,67.28,70.0,100.0,1.36,RU,1627037119.0
Cayenne,4.9333,-52.3333,77.09,90.0,20.0,1.14,GF,1627037121.0
Jiuquan,39.7432,98.5174,98.82,16.0,5.0,14.41,CN,1627037122.0
Yeppoon,-23.1333,150.7333,65.98,88.0,0.0,11.21,AU,1627037124.0
Merauke,-8.4667,140.3333,77.09,78.0,18.0,13.87,ID,1627036839.0
Longyearbyen,78.2186,15.6401,48.04,71.0,75.0,19.57,SJ,1627037127.0
Ternate,0.8,127.4,81.75,81.0,40.0,11.56,ID,1627037128.0
Aykhal,66.0,111.5,71.65,34.0,67.0,6.78,RU,1627037130.0
Wad Medani,14.4012,33.5199,94.91,38.0,57.0,11.3,SD,1627037131.0
Chifeng,42.2683,118.9636,79.18,58.0,42.0,11.03,CN,1627037133.0
Broken Hill,-31.95,141.4333,44.31,87.0,91.0,8.05,AU,1627037136.0
Sydney Mines,46.2367,-60.2177,61.11,90.0,90.0,7.0,CA,1627037138.0
Agüimes,27.9054,-15.4461,77.63,43.0,20.0,33.38,ES,1627037140.0
Saint-Augustin,51.226,-58.6502,47.8,91.0,100.0,15.77,CA,1627037141.0
Phuthaditjhaba,-28.5242,28.8158,48.07,24.0,0.0,5.75,ZA,1627037142.0
Port Hardy,50.6996,-127.4199,53.78,100.0,90.0,2.3,CA,1627037112.0
Denpasar,-8.65,115.2167,80.26,78.0,20.0,14.97,ID,1627037145.0
Stykkisholmur,65.0757,-22.7297,53.26,96.0,100.0,11.25,IS,1627037147.0
Teluk Nibung,3.001,99.8164,83.84,76.0,82.0,5.37,ID,1627037148.0
Bronzani Majdan,44.7869,16.9311,81.18,35.0,0.0,5.86,BA,1627037150.0
Talcahuano,-36.7167,-73.1167,46.08,100.0,100.0,5.75,CL,1627037151.0
Tobermory,45.2501,-81.6665,63.99,79.0,13.0,2.39,CA,1627037153.0
Nālūt,30.3333,10.85,91.51,21.0,0.0,5.23,LY,1627037154.0
Alugan,12.2188,125.4808,83.8,68.0,100.0,12.19,PH,1627037155.0
Archidona,37.0965,-4.3887,99.82,17.0,39.0,9.08,ES,1627037157.0
Westlock,54.1502,-113.8688,57.4,62.0,84.0,10.36,CA,1627037158.0
Berbera,10.4396,45.0143,89.01,58.0,88.0,15.26,SO,1627037160.0
Okhotsk,59.3833,143.3,56.68,92.0,39.0,6.31,RU,1627037161.0
Dickinson,29.4608,-95.0513,82.94,87.0,1.0,0.0,US,1627037163.0
Biak,-0.9131,122.8766,76.19,86.0,96.0,6.67,ID,1627037165.0
Rohri,27.6922,68.8951,102.07,47.0,40.0,0.0,PK,1627037168.0
Mitsamiouli,-11.3847,43.2844,79.14,63.0,4.0,8.12,KM,1627037170.0
Abu Kamal,34.4506,40.9171,104.77,16.0,0.0,15.48,SY,1627037171.0
Marzuq,14.4,46.4667,90.36,35.0,21.0,19.84,YE,1627037172.0
Cheney,47.4874,-117.5758,57.52,38.0,75.0,6.91,US,1627037174.0
Barbacena,-21.2258,-43.7736,51.31,93.0,90.0,5.75,BR,1627037175.0
Lüderitz,-26.6481,15.1594,72.91,19.0,0.0,7.18,NA,1627037177.0
Lanzhou,36.0564,103.7922,92.48,27.0,4.0,10.85,CN,1627037178.0
Safi,32.2994,-9.2372,82.06,49.0,64.0,21.36,MA,1627037180.0
Medina del Campo,41.3124,-4.9141,79.75,22.0,72.0,16.51,ES,1627037181.0
Northam,51.0333,-4.2167,76.33,71.0,100.0,15.28,GB,1627037183.0
Moree,-29.4667,149.85,50.02,87.0,64.0,8.05,AU,1627037184.0
Nogliki,51.8333,143.1667,62.62,95.0,42.0,7.58,RU,1627037187.0
Uribia,11.7139,-72.266,79.03,80.0,86.0,17.9,CO,1627037188.0
Kamaishi,39.2667,141.8833,81.55,95.0,59.0,5.91,JP,1627037190.0
St. George's,12.0564,-61.7485,78.48,94.0,75.0,11.5,GD,1627037191.0
Ilek,51.5271,53.3831,73.15,57.0,100.0,10.63,RU,1627037193.0
Rimouski,48.4488,-68.524,59.27,86.0,64.0,7.4,CA,1627037112.0
Poum,-20.2333,164.0167,71.58,79.0,81.0,11.48,NC,1627037195.0
Santa Cruz de la Sierra,-17.8,-63.1667,66.25,82.0,0.0,8.05,BO,1627037089.0
Guerrero Negro,27.9769,-114.0611,69.13,84.0,4.0,6.6,MX,1627037198.0
Werda,-25.2667,23.2833,56.61,13.0,0.0,9.91,BW,1627037200.0
Sānchi,23.4833,77.7333,76.32,66.0,88.0,10.87,IN,1627037201.0
Dothan,31.2232,-85.3905,77.18,77.0,1.0,3.44,US,1627036911.0
Havre-St-Pierre,50.2334,-63.5986,57.56,100.0,90.0,2.3,CA,1627037204.0
Vanavara,60.34,102.2797,76.15,46.0,58.0,5.7,RU,1627037205.0
Aguadilla,18.4275,-67.1541,77.65,92.0,47.0,1.99,PR,1627037207.0
Buala,-8.145,159.5921,80.22,84.0,7.0,6.89,SB,1627037208.0
Whitehorse,60.7161,-135.0538,54.37,58.0,75.0,8.01,CA,1627037210.0
Nānākuli,21.3906,-158.1547,78.75,69.0,1.0,5.75,US,1627037211.0
Inhambane,-23.865,35.3833,69.78,56.0,40.0,14.0,MZ,1627037212.0
Cochabamba,-17.3895,-66.1568,52.81,59.0,0.0,3.44,BO,1627037214.0
Hambantota,6.1241,81.1185,88.14,70.0,75.0,16.11,LK,1627037215.0
Virginia Beach,36.8529,-75.978,70.02,84.0,40.0,3.44,US,1627037218.0
Sandwick,60.0,-1.25,53.42,87.0,90.0,4.61,GB,1627037221.0
Sumenep,-7.0167,113.8667,79.88,75.0,17.0,9.53,ID,1627037222.0
Lillehammer,61.1146,10.4674,76.5,39.0,2.0,0.92,NO,1627037224.0
Quryq,43.2,51.65,92.52,34.0,95.0,16.49,KZ,1627037225.0
Biloela,-24.4167,150.5,60.76,84.0,46.0,10.4,AU,1627037227.0
Maragogi,-9.0122,-35.2225,75.79,82.0,37.0,14.32,BR,1627037211.0
Puttūr,12.7667,75.2167,82.51,90.0,100.0,7.0,IN,1627037229.0
Dingzhou,38.5131,114.9956,86.11,79.0,75.0,4.05,CN,1627037231.0
Knysna,-34.0363,23.0471,55.78,72.0,96.0,1.36,ZA,1627037232.0
Agbor,6.2518,6.1934,79.16,77.0,100.0,6.67,NG,1627037234.0
Yumen,40.2833,97.2,98.08,18.0,18.0,19.26,CN,1627037235.0
Kirkenær,60.4564,12.0582,74.03,39.0,53.0,5.06,NO,1627037237.0
Marathon,44.9,-89.7668,69.33,91.0,90.0,3.44,US,1627037238.0
Tarsus,36.9188,34.8784,97.18,50.0,2.0,14.92,TR,1627037240.0
Helong,42.5397,128.9972,79.3,78.0,98.0,1.9,CN,1627037241.0
Aracruz,-19.8203,-40.2733,63.61,69.0,80.0,3.65,BR,1627037242.0
Adrar,20.5022,-10.0711,99.57,17.0,1.0,9.78,MR,1627037245.0
Abnūb,27.2696,31.1511,98.82,17.0,0.0,16.33,EG,1627037247.0
Caravelas,-17.7125,-39.2481,71.58,63.0,100.0,10.31,BR,1627037248.0
Aden,12.7794,45.0367,88.93,63.0,99.0,9.33,YE,1627037249.0
Banjar,-8.19,114.9675,80.46,85.0,49.0,8.32,ID,1627037107.0
Antropovo,58.3988,43.0066,56.86,94.0,99.0,8.19,RU,1627037252.0
Cullman,34.1748,-86.8436,74.39,94.0,75.0,0.0,US,1627037218.0
Ugoofaaru,5.6667,73.0,83.39,74.0,97.0,14.88,MV,1627037255.0
Danville,36.586,-79.395,68.58,95.0,1.0,0.0,US,1627037256.0
Nhulunbuy,-12.2333,136.7667,74.01,83.0,40.0,3.44,AU,1627037258.0
Kharp,66.8014,65.8081,49.35,90.0,100.0,15.26,RU,1627037259.0
Baharly,38.4362,57.4316,107.73,8.0,0.0,6.51,TM,1627037261.0
Geraldton,-28.7667,114.6,63.12,77.0,62.0,6.91,AU,1627037262.0
Ust'-Ilimsk,58.0006,102.6619,77.86,44.0,42.0,5.7,RU,1627037264.0
Newport,51.5877,-2.9984,79.09,70.0,100.0,12.48,GB,1627037265.0
Muisne,0.6,-80.0333,73.74,85.0,100.0,4.81,EC,1627037268.0
Baghdad,33.3406,44.4009,107.51,23.0,0.0,10.36,IQ,1627037024.0
Agen,44.2,0.6333,89.15,65.0,0.0,2.3,FR,1627037270.0
Erzincan Province,39.75,39.5,81.7,30.0,75.0,13.8,TR,1627037272.0
Manokwari,-0.8667,134.0833,80.82,79.0,78.0,5.68,ID,1627037273.0
Paarl,-33.7338,18.9752,59.02,48.0,0.0,4.0,ZA,1627037275.0
Jiayuguan City,39.8167,98.3,96.31,18.0,5.0,16.6,CN,1627037276.0
Agropoli,40.3469,14.9966,90.91,57.0,1.0,7.87,IT,1627037278.0
Majene,-3.5403,118.9707,80.56,82.0,100.0,7.74,ID,1627037279.0
Lokosovo,61.1333,74.8167,87.04,42.0,16.0,20.4,RU,1627037281.0
Caltagirone,37.2368,14.5126,90.84,31.0,0.0,11.3,IT,1627037282.0
Ust-Tsilma,65.441,52.1498,59.81,55.0,79.0,4.09,RU,1627037283.0
Goya,-29.14,-59.2626,56.86,57.0,1.0,6.31,AR,1627037285.0
Atascadero,35.4894,-120.6707,57.29,77.0,42.0,1.05,US,1627037286.0
Wick,58.4333,-3.0833,53.65,87.0,75.0,5.75,GB,1627037288.0
Guaymas,27.9333,-110.9,79.88,74.0,56.0,9.26,MX,1627037218.0
Vadsø,70.0744,29.7487,49.08,66.0,75.0,18.41,NO,1627037292.0
Hayden,47.766,-116.7866,57.76,69.0,1.0,0.0,US,1627037293.0
Longjiang,47.3303,123.1836,77.81,76.0,35.0,11.14,CN,1627037295.0
Bonavista,48.6499,-53.1147,53.11,97.0,100.0,10.6,CA,1627037296.0
Tafresh,34.692,50.013,95.76,11.0,0.0,4.34,IR,1627037298.0
Puerto Carreño,6.189,-67.4859,73.87,95.0,71.0,3.83,CO,1627037000.0
Jumla,29.2747,82.1838,70.88,84.0,96.0,3.91,NP,1627037300.0
Boshnyakovo,49.6333,142.1667,63.82,99.0,75.0,4.21,RU,1627037302.0
Vao,-22.6667,167.4833,70.21,75.0,100.0,10.04,NC,1627037303.0
Konstantinovka,49.6167,127.9833,85.06,60.0,13.0,13.49,RU,1627037305.0
Dunedin,-45.8742,170.5036,45.81,75.0,12.0,1.01,NZ,1627037257.0
Burnie,-41.0667,145.9167,47.91,84.0,100.0,8.23,AU,1627037307.0
Zeya,53.75,127.2667,73.83,90.0,66.0,8.1,RU,1627037309.0
Lázaro Cárdenas,17.9583,-102.2,78.48,86.0,98.0,4.18,MX,1627037310.0
Sola,-13.8833,167.55,80.31,79.0,52.0,17.58,VU,1627037312.0
Rasūlābād,26.75,80.4833,93.15,46.0,90.0,2.35,IN,1627037313.0
Seddon,-37.8068,144.8916,49.78,82.0,90.0,5.01,AU,1627037315.0
Havøysund,70.9963,24.6622,47.28,88.0,100.0,23.11,NO,1627037316.0
Ulety,51.3572,112.4849,72.3,52.0,18.0,8.86,RU,1627037317.0
Hammerfest,70.6634,23.6821,46.85,76.0,75.0,11.5,NO,1627037319.0
Berlevåg,70.8578,29.0864,46.35,87.0,75.0,23.02,NO,1627037322.0
Torrington,41.8007,-73.1212,63.66,87.0,32.0,1.01,US,1627037323.0
Imeni Poliny Osipenko,52.4201,136.4853,82.72,65.0,35.0,1.68,RU,1627037324.0
Rome,43.2128,-75.4557,62.46,95.0,20.0,0.0,US,1627037043.0
Alofi,-19.0595,-169.9187,75.09,100.0,8.0,6.91,NU,1627037327.0
Aasiaat,68.7098,-52.8699,38.08,98.0,100.0,8.57,GL,1627037329.0
Whitianga,-36.8333,175.7,46.02,88.0,30.0,3.47,NZ,1627037330.0
Coyhaique,-45.5752,-72.0662,35.55,93.0,0.0,6.91,CL,1627037331.0
Kaitong,44.8135,123.15,86.7,37.0,45.0,19.06,CN,1627037333.0
Kumul,42.8,93.45,93.79,27.0,100.0,16.51,CN,1627037334.0
Marabu,4.4148,114.0089,86.14,79.0,20.0,4.61,MY,1627037336.0
Sisimiut,66.9395,-53.6735,41.23,92.0,100.0,10.36,GL,1627037337.0
Roald,62.5833,6.1333,72.16,77.0,0.0,16.11,NO,1627037339.0
